-66820.409,214342.865,362.169
-66820.583,214342.841,362.075
-66820.604,214342.780,362.091
-66820.614,214342.749,362.077
-66820.613,214342.766,362.095
-66820.605,214342.793,362.079
-66820.604,214342.807,362.100
-66820.589,214342.857,362.085
-66820.621,214342.747,362.088
-66820.611,214342.781,362.078
-66820.630,214342.719,362.081
-66820.613,214342.789,362.096
-66820.625,214342.748,362.093
-66820.596,214342.846,362.076
-66820.590,214342.881,362.104
-66820.618,214342.785,362.099
-66820.613,214342.802,362.094
-66820.629,214342.760,362.099
-66820.618,214342.798,362.091
-66820.615,214342.822,362.121
-66820.613,214342.830,362.068
-66820.614,214342.817,362.621
-66820.644,214342.713,362.622
-66820.626,214342.777,362.605
-66820.637,214342.740,362.599
-66820.638,214342.736,362.593
-66820.619,214342.816,362.123
-66820.605,214342.861,362.642
-66820.634,214342.764,362.638
-66820.638,214342.751,362.635
-66820.651,214342.705,362.627
-66820.634,214342.763,362.620
-66820.637,214342.756,362.617
-66820.637,214342.756,362.614
-66820.647,214342.720,362.611
-66820.636,214342.758,362.606
-66820.633,214342.767,362.602
-66820.639,214342.747,362.599
-66820.640,214342.746,362.596
-66820.635,214342.762,362.591
-66820.644,214342.731,362.589
-66820.636,214342.758,362.581
-66820.638,214342.752,362.578
-66820.611,214342.844,362.569
-66820.621,214342.809,362.567
-66820.632,214342.788,362.083
-66820.630,214342.794,362.079
-66820.636,214342.777,362.078
-66820.635,214342.778,362.074
-66820.636,214342.774,362.071
-66820.640,214342.752,362.657
-66820.627,214342.797,362.648
-66820.641,214342.750,362.647
-66820.639,214342.757,362.643
-66820.646,214342.733,362.640
-66820.638,214342.760,362.636
-66820.643,214342.746,362.633
-66820.640,214342.753,362.629
-66820.638,214342.761,362.625
-66820.636,214342.768,362.621
-66820.641,214342.753,362.618
-66820.644,214342.740,362.616
-66820.633,214342.778,362.610
-66820.629,214342.792,362.606
-66820.616,214342.838,362.601
-66820.634,214342.777,362.600
-66820.627,214342.800,362.595
-66820.632,214342.782,362.592
-66820.649,214342.727,362.591
-66820.629,214342.794,362.585
-66820.638,214342.763,362.583
-66820.650,214342.723,362.581
-66820.643,214342.747,362.577
-66820.635,214342.774,362.572
-66820.645,214342.738,362.570
-66820.652,214342.717,362.567
-66820.617,214342.836,362.558
-66820.650,214342.723,362.560
-66820.634,214342.778,362.554
-66820.637,214342.768,362.551
-66820.631,214342.800,362.151
-66820.631,214342.801,362.126
-66820.644,214342.760,362.095
-66820.640,214342.773,362.090
-66820.637,214342.782,362.085
-66820.639,214342.775,362.082
-66820.639,214342.777,362.079
-66820.643,214342.755,362.654
-66820.636,214342.781,362.649
-66820.640,214342.765,362.646
-66820.652,214342.726,362.644
-66820.648,214342.739,362.640
-66820.652,214342.727,362.637
-66820.644,214342.753,362.632
-66820.619,214342.838,362.625
-66820.645,214342.749,362.625
-66820.619,214342.838,362.617
-66820.627,214342.813,362.615
-66820.631,214342.798,362.612
-66820.623,214342.825,362.607
-66820.628,214342.808,362.604
-66820.626,214342.815,362.600
-66820.632,214342.795,362.598
-66820.630,214342.801,362.594
-66820.627,214342.811,362.590
-66820.630,214342.803,362.586
-66820.631,214342.799,362.583
-66820.634,214342.789,362.580
-66820.628,214342.811,362.575
-66820.617,214342.847,362.570
-66820.623,214342.827,362.567
-66820.646,214342.749,362.567
-66820.651,214342.733,362.564
-66820.660,214342.701,362.562
-66820.659,214342.703,362.559
-66820.641,214342.766,362.552
-66820.646,214342.751,362.549
-66820.626,214342.829,362.156
-66820.618,214342.859,362.136
-66820.619,214342.855,362.133
-66820.611,214342.884,362.092
-66820.642,214342.778,362.099
-66820.645,214342.769,362.096
-66820.641,214342.781,362.092
-66820.640,214342.786,362.087
-66820.644,214342.771,362.085
-66820.644,214342.773,362.082
-66820.643,214342.776,362.078
-66820.647,214342.760,362.076
-66820.648,214342.759,362.073
-66820.648,214342.757,362.663
-66820.655,214342.733,362.657
-66820.638,214342.791,362.651
-66820.625,214342.835,362.645
-66820.637,214342.796,362.643
-66820.638,214342.793,362.640
-66820.632,214342.812,362.635
-66820.634,214342.808,362.632
-66820.632,214342.812,362.628
-66820.636,214342.799,362.626
-66820.640,214342.787,362.622
-66820.636,214342.798,362.618
-66820.636,214342.801,362.615
-66820.637,214342.795,362.612
-66820.639,214342.789,362.608
-66820.640,214342.786,362.605
-66820.638,214342.794,362.601
-66820.640,214342.787,362.598
-66820.640,214342.787,362.594
-66820.639,214342.791,362.590
-66820.638,214342.794,362.587
-66820.640,214342.788,362.583
-66820.636,214342.800,362.580
-66820.638,214342.795,362.576
-66820.634,214342.809,362.572
-66820.637,214342.797,362.569
-66820.634,214342.809,362.565
-66820.635,214342.805,362.561
-66820.640,214342.789,362.559
-66820.633,214342.811,362.554
-66820.636,214342.802,362.551
-66820.642,214342.781,362.548
-66820.657,214342.732,362.548
-66820.665,214342.704,362.546
-66820.630,214342.822,362.532
-66820.612,214342.897,362.158
-66820.642,214342.795,362.157
-66820.635,214342.820,362.112
-66820.646,214342.783,362.112
-66820.645,214342.785,362.109
-66820.645,214342.787,362.105
-66820.646,214342.784,362.101
-66820.646,214342.783,362.098
-66820.645,214342.788,362.094
-66820.651,214342.766,362.093
-66820.645,214342.786,362.087
-66820.648,214342.776,362.085
-66820.649,214342.774,362.081
-66820.648,214342.757,362.668
-66820.653,214342.741,362.661
-66820.654,214342.737,362.657
-66820.648,214342.757,362.653
-66820.630,214342.818,362.647
-66820.620,214342.854,362.642
-66820.635,214342.804,362.640
-66820.632,214342.815,362.636
-66820.628,214342.828,362.632
-66820.640,214342.785,362.630
-66820.638,214342.793,362.626
-66820.636,214342.799,362.622
-66820.638,214342.795,362.619
-66820.638,214342.794,362.615
-66820.639,214342.792,362.612
-66820.639,214342.791,362.608
-66820.638,214342.795,362.604
-66820.640,214342.788,362.601
-66820.639,214342.792,362.597
-66820.639,214342.792,362.594
-66820.638,214342.795,362.590
-66820.639,214342.791,362.586
-66820.638,214342.794,362.582
-66820.638,214342.796,362.579
-66820.636,214342.802,362.575
-66820.637,214342.798,362.571
-66820.634,214342.809,362.567
-66820.637,214342.798,362.564
-66820.630,214342.821,362.559
-66820.639,214342.790,362.558
-66820.634,214342.807,362.553
-66820.623,214342.847,362.547
-66820.642,214342.780,362.547
-66820.637,214342.799,362.542
-66820.659,214342.723,362.543
-66820.640,214342.790,362.536
-66820.651,214342.767,362.116
-66820.662,214342.728,362.116
-66820.641,214342.801,362.106
-66820.646,214342.782,362.105
-66820.641,214342.800,362.099
-66820.647,214342.781,362.097
-66820.646,214342.784,362.094
-66820.646,214342.782,362.091
-66820.649,214342.774,362.088
-66820.646,214342.783,362.083
-66820.650,214342.770,362.081
-66820.650,214342.770,362.078
-66820.650,214342.770,362.075
-66820.645,214342.793,362.674
-66820.662,214342.734,362.673
-66820.643,214342.798,362.667
-66820.648,214342.782,362.664
-66820.630,214342.842,362.658
-66820.641,214342.805,362.656
-66820.640,214342.807,362.653
-66820.639,214342.811,362.649
-66820.648,214342.783,362.646
-66820.643,214342.798,362.642
-66820.645,214342.791,362.639
-66820.644,214342.794,362.635
-66820.650,214342.774,362.633
-66820.649,214342.779,362.629
-66820.648,214342.783,362.625
-66820.649,214342.779,362.622
-66820.650,214342.776,362.618
-66820.652,214342.771,362.615
-66820.653,214342.767,362.612
-66820.649,214342.781,362.608
-66820.652,214342.770,362.605
-66820.651,214342.775,362.601
-66820.651,214342.773,362.597
-66820.652,214342.770,362.594
-66820.650,214342.777,362.590
-66820.651,214342.774,362.587
-66820.649,214342.782,362.583
-66820.650,214342.779,362.580
-66820.652,214342.770,362.577
-66820.654,214342.765,362.573
-66820.651,214342.773,362.569
-66820.648,214342.785,362.565
-66820.646,214342.791,362.561
-66820.648,214342.786,362.558
-66820.646,214342.792,362.554
-66820.645,214342.797,362.550
-66820.640,214342.813,362.546
-66820.643,214342.801,362.543
-66820.640,214342.812,362.539
-66820.640,214342.814,362.535
-66820.629,214342.850,362.530
-66820.651,214342.776,362.530
-66820.660,214342.745,362.528
-66820.650,214342.779,362.523
-66820.649,214342.796,362.159
-66820.654,214342.779,362.129
-66820.656,214342.772,362.126
-66820.649,214342.797,362.120
-66820.652,214342.785,362.118
-66820.652,214342.787,362.114
-66820.651,214342.790,362.110
-66820.654,214342.778,362.108
-66820.655,214342.776,362.104
-66820.650,214342.792,362.099
-66820.652,214342.787,362.096
-66820.653,214342.782,362.093
-66820.655,214342.777,362.090
-66820.655,214342.775,362.087
-66820.656,214342.773,362.083
-66820.655,214342.776,362.080
-66820.653,214342.766,362.679
-66820.648,214342.782,362.675
-66820.657,214342.754,362.672
-66820.646,214342.792,362.667
-66820.642,214342.805,362.663
-66820.639,214342.814,362.659
-66820.642,214342.807,362.655
-66820.637,214342.823,362.651
-66820.645,214342.794,362.649
-66820.645,214342.797,362.645
-66820.647,214342.790,362.642
-66820.651,214342.774,362.639
-66820.652,214342.773,362.635
-66820.650,214342.778,362.631
-66820.650,214342.779,362.628
-66820.651,214342.776,362.624
-66820.649,214342.782,362.620
-66820.653,214342.770,362.617
-66820.650,214342.778,362.613
-66820.651,214342.775,362.610
-66820.651,214342.776,362.606
-66820.647,214342.789,362.602
-66820.653,214342.768,362.599
-66820.653,214342.770,362.595
-66820.652,214342.775,362.592
-66820.651,214342.775,362.588
-66820.652,214342.774,362.584
-66820.651,214342.778,362.581
-66820.649,214342.783,362.577
-66820.653,214342.772,362.574
-66820.649,214342.785,362.569
-66820.648,214342.787,362.565
-66820.650,214342.780,362.562
-66820.648,214342.789,362.558
-66820.649,214342.784,362.555
-66820.648,214342.789,362.551
